13000000000.0,15.0,230.0
15000000000.0,14.0,250.0
13000000000.0,15.0,224.0
10000000000.0,12.0,223.0
14000000000.0,10.0,235.0
15000000000.0,15.0,204.0
14000000000.0,12.0,205.0
15000000000.0,15.0,241.0
12000000000.0,10.0,222.0
13000000000.0,14.0,214.0
12000000000.0,10.0,207.0
13000000000.0,15.0,241.0
15000000000.0,10.0,216.0
12000000000.0,11.0,233.0
15000000000.0,15.0,228.0
12000000000.0,10.0,244.0
12000000000.0,14.0,250.0
12000000000.0,10.0,239.0
12000000000.0,10.0,232.0
13000000000.0,15.0,204.0
14000000000.0,15.0,200.0
12000000000.0,12.0,221.0
14000000000.0,10.0,235.0
15000000000.0,15.0,230.0
14000000000.0,11.0,234.0
15000000000.0,10.0,204.0
11000000000.0,14.0,221.0
15000000000.0,14.0,206.0
15000000000.0,11.0,221.0
13000000000.0,12.0,239.0
11000000000.0,15.0,211.0
12000000000.0,15.0,226.0
14000000000.0,11.0,242.0
12000000000.0,14.0,240.0
12000000000.0,12.0,228.0
11000000000.0,14.0,202.0
11000000000.0,14.0,246.0
12000000000.0,10.0,227.0
10000000000.0,10.0,200.0
12000000000.0,10.0,233.0
14000000000.0,10.0,237.0
15000000000.0,12.0,225.0
11000000000.0,11.0,206.0
12000000000.0,14.0,210.0
10000000000.0,11.0,229.0
10000000000.0,12.0,239.0
13000000000.0,15.0,205.0
12000000000.0,15.0,200.0
13000000000.0,12.0,241.0
12000000000.0,14.0,223.0
10000000000.0,13.0,230.0
13000000000.0,10.0,226.0
13000000000.0,10.0,227.0
13000000000.0,12.0,208.0
13000000000.0,12.0,234.0
12000000000.0,12.0,232.0
11000000000.0,13.0,209.0
14000000000.0,14.0,215.0
10000000000.0,12.0,202.0
15000000000.0,15.0,205.0
13000000000.0,11.0,241.0
12000000000.0,10.0,239.0
12000000000.0,10.0,232.0
12000000000.0,12.0,250.0
12000000000.0,12.0,235.0
11000000000.0,12.0,245.0
15000000000.0,14.0,236.0
12000000000.0,11.0,220.0
15000000000.0,13.0,233.0
10000000000.0,10.0,249.0
13000000000.0,11.0,218.0
15000000000.0,15.0,200.0
11000000000.0,15.0,211.0
11000000000.0,10.0,212.0
12000000000.0,13.0,240.0
12000000000.0,11.0,223.0
12000000000.0,12.0,228.0
12000000000.0,15.0,237.0
15000000000.0,13.0,248.0
13000000000.0,11.0,200.0
15000000000.0,14.0,202.0
13000000000.0,10.0,227.0
13000000000.0,14.0,247.0
12000000000.0,11.0,241.0
15000000000.0,12.0,233.0
10000000000.0,11.0,216.0
14000000000.0,12.0,233.0
10000000000.0,14.0,208.0
15000000000.0,13.0,240.0
14000000000.0,12.0,206.0
15000000000.0,15.0,235.0
10000000000.0,14.0,219.0
13000000000.0,11.0,216.0
10000000000.0,14.0,211.0
10000000000.0,14.0,249.0
10000000000.0,15.0,250.0
13000000000.0,10.0,242.0
15000000000.0,11.0,235.0
12000000000.0,11.0,237.0
15000000000.0,15.0,215.0
