6000000000.0,11.0,213.0
7000000000.0,14.0,222.0
10000000000.0,13.0,222.0
10000000000.0,12.0,239.0
8000000000.0,13.0,247.0
7000000000.0,11.0,211.0
8000000000.0,12.0,204.0
9000000000.0,15.0,233.0
5000000000.0,12.0,246.0
5000000000.0,14.0,217.0
7000000000.0,10.0,241.0
8000000000.0,15.0,204.0
10000000000.0,15.0,218.0
8000000000.0,13.0,239.0
9000000000.0,11.0,236.0
10000000000.0,14.0,243.0
5000000000.0,13.0,248.0
9000000000.0,10.0,249.0
8000000000.0,15.0,227.0
9000000000.0,11.0,234.0
5000000000.0,15.0,236.0
7000000000.0,13.0,237.0
10000000000.0,11.0,219.0
6000000000.0,14.0,232.0
7000000000.0,15.0,212.0
6000000000.0,10.0,209.0
7000000000.0,13.0,220.0
8000000000.0,14.0,200.0
9000000000.0,13.0,203.0
5000000000.0,14.0,234.0
10000000000.0,11.0,205.0
5000000000.0,15.0,235.0
6000000000.0,10.0,221.0
7000000000.0,10.0,221.0
8000000000.0,12.0,223.0
7000000000.0,11.0,205.0
8000000000.0,14.0,231.0
10000000000.0,15.0,249.0
10000000000.0,13.0,225.0
5000000000.0,15.0,246.0
10000000000.0,10.0,236.0
6000000000.0,14.0,229.0
8000000000.0,15.0,219.0
7000000000.0,11.0,249.0
10000000000.0,14.0,216.0
10000000000.0,12.0,235.0
7000000000.0,13.0,227.0
9000000000.0,14.0,240.0
6000000000.0,15.0,236.0
10000000000.0,12.0,212.0
5000000000.0,14.0,222.0
5000000000.0,14.0,227.0
8000000000.0,11.0,213.0
9000000000.0,11.0,205.0
6000000000.0,13.0,211.0
5000000000.0,11.0,220.0
10000000000.0,12.0,204.0
7000000000.0,15.0,201.0
6000000000.0,12.0,208.0
7000000000.0,12.0,241.0
8000000000.0,12.0,241.0
8000000000.0,15.0,236.0
10000000000.0,13.0,218.0
10000000000.0,15.0,245.0
6000000000.0,15.0,204.0
6000000000.0,12.0,212.0
7000000000.0,10.0,210.0
8000000000.0,10.0,250.0
9000000000.0,14.0,239.0
9000000000.0,10.0,225.0
7000000000.0,15.0,241.0
8000000000.0,15.0,218.0
7000000000.0,12.0,211.0
6000000000.0,10.0,200.0
6000000000.0,13.0,236.0
7000000000.0,15.0,244.0
10000000000.0,10.0,205.0
9000000000.0,13.0,226.0
6000000000.0,11.0,239.0
8000000000.0,14.0,229.0
5000000000.0,14.0,242.0
9000000000.0,12.0,211.0
8000000000.0,10.0,225.0
9000000000.0,13.0,215.0
9000000000.0,11.0,212.0
6000000000.0,11.0,250.0
5000000000.0,13.0,232.0
6000000000.0,10.0,215.0
9000000000.0,10.0,200.0
9000000000.0,11.0,234.0
9000000000.0,14.0,218.0
5000000000.0,15.0,236.0
7000000000.0,14.0,240.0
9000000000.0,13.0,205.0
10000000000.0,11.0,223.0
9000000000.0,15.0,200.0
6000000000.0,10.0,220.0
8000000000.0,11.0,207.0
6000000000.0,12.0,247.0
6000000000.0,14.0,205.0
