6000000000.0,12.0,10240.0
10000000000.0,13.0,9216.0
8000000000.0,14.0,10240.0
6000000000.0,12.0,11264.0
9000000000.0,13.0,12288.0
5000000000.0,15.0,9216.0
5000000000.0,10.0,10240.0
10000000000.0,10.0,12288.0
7000000000.0,11.0,9216.0
8000000000.0,10.0,12288.0
5000000000.0,15.0,9216.0
7000000000.0,13.0,9216.0
8000000000.0,12.0,11264.0
9000000000.0,10.0,9216.0
7000000000.0,13.0,12288.0
6000000000.0,10.0,12288.0
9000000000.0,10.0,9216.0
10000000000.0,13.0,8192.0
9000000000.0,13.0,11264.0
8000000000.0,15.0,11264.0
6000000000.0,11.0,12288.0
6000000000.0,11.0,11264.0
6000000000.0,13.0,12288.0
9000000000.0,15.0,8192.0
9000000000.0,12.0,11264.0
10000000000.0,15.0,12288.0
8000000000.0,14.0,12288.0
10000000000.0,10.0,9216.0
5000000000.0,12.0,8192.0
10000000000.0,11.0,11264.0
9000000000.0,15.0,8192.0
10000000000.0,11.0,11264.0
9000000000.0,10.0,9216.0
9000000000.0,15.0,9216.0
9000000000.0,10.0,8192.0
8000000000.0,10.0,11264.0
9000000000.0,13.0,8192.0
9000000000.0,10.0,8192.0
5000000000.0,15.0,9216.0
9000000000.0,12.0,12288.0
10000000000.0,11.0,12288.0
5000000000.0,14.0,12288.0
10000000000.0,10.0,9216.0
8000000000.0,12.0,9216.0
8000000000.0,15.0,9216.0
6000000000.0,13.0,8192.0
6000000000.0,10.0,8192.0
10000000000.0,10.0,12288.0
9000000000.0,12.0,9216.0
5000000000.0,12.0,8192.0
8000000000.0,12.0,9216.0
10000000000.0,12.0,10240.0
5000000000.0,11.0,8192.0
8000000000.0,12.0,10240.0
6000000000.0,11.0,9216.0
9000000000.0,14.0,8192.0
10000000000.0,12.0,11264.0
8000000000.0,12.0,8192.0
5000000000.0,14.0,8192.0
9000000000.0,12.0,9216.0
10000000000.0,11.0,12288.0
8000000000.0,14.0,11264.0
5000000000.0,14.0,11264.0
9000000000.0,15.0,12288.0
10000000000.0,11.0,9216.0
6000000000.0,10.0,9216.0
8000000000.0,13.0,8192.0
7000000000.0,15.0,12288.0
6000000000.0,10.0,12288.0
5000000000.0,13.0,8192.0
9000000000.0,11.0,9216.0
10000000000.0,11.0,9216.0
8000000000.0,13.0,12288.0
8000000000.0,15.0,12288.0
10000000000.0,10.0,11264.0
9000000000.0,11.0,12288.0
10000000000.0,11.0,11264.0
7000000000.0,10.0,10240.0
10000000000.0,13.0,9216.0
6000000000.0,15.0,12288.0
5000000000.0,14.0,8192.0
5000000000.0,13.0,12288.0
7000000000.0,12.0,10240.0
7000000000.0,12.0,8192.0
7000000000.0,10.0,11264.0
10000000000.0,11.0,9216.0
8000000000.0,14.0,11264.0
6000000000.0,11.0,11264.0
10000000000.0,12.0,8192.0
10000000000.0,13.0,11264.0
6000000000.0,14.0,12288.0
6000000000.0,11.0,12288.0
6000000000.0,12.0,9216.0
8000000000.0,11.0,12288.0
8000000000.0,13.0,9216.0
5000000000.0,14.0,10240.0
7000000000.0,13.0,11264.0
6000000000.0,15.0,10240.0
8000000000.0,14.0,11264.0
9000000000.0,10.0,8192.0
